hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	duration	age	comments	language	responseForTrial5	responseForTrial4	responseForTrial3	responseForTrial2	responseForTrial1	responseForTrial0
3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3JEJVC0BACCWBW28V2X1ZALJSNMNKW	WhyBot: The Automated 3-year-old	explain some everyday events.	language research stanford fun cognitive science university explanations	$0.40	Tue Apr 01 07:24:02 PDT 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Thu May 01 07:24:02 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3IXQG4FA2TYTQKJVKP1ONA9ZNN99BZ	4	Approved	Wed Apr 02 00:15:30 PDT 2014	Tue Apr 01 07:27:10 PDT 2014	Tue Apr 01 07:35:30 PDT 2014	Tue Apr 01 11:47:45 PDT 2014					494662	27		English	[{u'text': u'Jack read a book about gardening'}, {u'ungrammatical': False, u'text': u'he wants to start gardening'}, {u'ungrammatical': False, u'text': u'he wants to eat healthier'}, {u'ungrammatical': False, u'text': u'his doctor said he should improve his diet'}, {u'ungrammatical': False, u'text': u"his exam and reports weren't so positive"}, {u'text': u"he doesn't exercise or eat too healthily"}]	[{u'text': u'Jack read a book about gardening'}, {u'ungrammatical': False, u'text': u'he wants to start gardening'}, {u'ungrammatical': False, u'text': u'he wants to eat healthier'}, {u'ungrammatical': False, u'text': u'his doctor said he should improve his diet'}, {u'ungrammatical': False, u'text': u"his exam and reports weren't so positive"}, {u'text': u"he doesn't exercise or eat too healthily"}]	[{u'text': u'Jack read a book about gardening'}, {u'ungrammatical': False, u'text': u'he wants to start gardening'}, {u'ungrammatical': False, u'text': u'he wants to eat healthier'}, {u'ungrammatical': False, u'text': u'his doctor said he should improve his diet'}, {u'ungrammatical': False, u'text': u"his exam and reports weren't so positive"}, {u'text': u"he doesn't exercise or eat too healthily"}]	[{u'text': u'Jack read a book about gardening'}, {u'ungrammatical': False, u'text': u'he wants to start gardening'}, {u'ungrammatical': False, u'text': u'he wants to eat healthier'}, {u'ungrammatical': False, u'text': u'his doctor said he should improve his diet'}, {u'ungrammatical': False, u'text': u"his exam and reports weren't so positive"}, {u'text': u"he doesn't exercise or eat too healthily"}]	[{u'text': u'Jack read a book about gardening'}, {u'ungrammatical': False, u'text': u'he wants to start gardening'}, {u'ungrammatical': False, u'text': u'he wants to eat healthier'}, {u'ungrammatical': False, u'text': u'his doctor said he should improve his diet'}, {u'ungrammatical': False, u'text': u"his exam and reports weren't so positive"}, {u'text': u"he doesn't exercise or eat too healthily"}]	[{u'text': u'Jack read a book about gardening'}, {u'ungrammatical': False, u'text': u'he wants to start gardening'}, {u'ungrammatical': False, u'text': u'he wants to eat healthier'}, {u'ungrammatical': False, u'text': u'his doctor said he should improve his diet'}, {u'ungrammatical': False, u'text': u"his exam and reports weren't so positive"}, {u'text': u"he doesn't exercise or eat too healthily"}]
3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3JEJVC0BACCWBW28V2X1ZALJSNMNKW	WhyBot: The Automated 3-year-old	explain some everyday events.	language research stanford fun cognitive science university explanations	$0.40	Tue Apr 01 07:24:02 PDT 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Thu May 01 07:24:02 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3IXQG4FA2TYTQKJVKP1ONA9ZNN99BZ	4	Approved	Wed Apr 02 00:15:30 PDT 2014	Tue Apr 01 07:27:10 PDT 2014	Tue Apr 01 07:35:30 PDT 2014	Tue Apr 01 11:47:45 PDT 2014					494662	27		English	[{u'text': u'Tom cooked dinner'}, {u'ungrammatical': False, u'text': u'he was hungry'}, {u'ungrammatical': False, u'text': u"he didn't eat lunch"}, {u'ungrammatical': False, u'text': u'he was too busy to eat'}, {u'ungrammatical': False, u'text': u'he had an important project due'}, {u'text': u'he was given the responsibility 2 weeks earlier'}]	[{u'text': u'Tom cooked dinner'}, {u'ungrammatical': False, u'text': u'he was hungry'}, {u'ungrammatical': False, u'text': u"he didn't eat lunch"}, {u'ungrammatical': False, u'text': u'he was too busy to eat'}, {u'ungrammatical': False, u'text': u'he had an important project due'}, {u'text': u'he was given the responsibility 2 weeks earlier'}]	[{u'text': u'Tom cooked dinner'}, {u'ungrammatical': False, u'text': u'he was hungry'}, {u'ungrammatical': False, u'text': u"he didn't eat lunch"}, {u'ungrammatical': False, u'text': u'he was too busy to eat'}, {u'ungrammatical': False, u'text': u'he had an important project due'}, {u'text': u'he was given the responsibility 2 weeks earlier'}]	[{u'text': u'Tom cooked dinner'}, {u'ungrammatical': False, u'text': u'he was hungry'}, {u'ungrammatical': False, u'text': u"he didn't eat lunch"}, {u'ungrammatical': False, u'text': u'he was too busy to eat'}, {u'ungrammatical': False, u'text': u'he had an important project due'}, {u'text': u'he was given the responsibility 2 weeks earlier'}]	[{u'text': u'Tom cooked dinner'}, {u'ungrammatical': False, u'text': u'he was hungry'}, {u'ungrammatical': False, u'text': u"he didn't eat lunch"}, {u'ungrammatical': False, u'text': u'he was too busy to eat'}, {u'ungrammatical': False, u'text': u'he had an important project due'}, {u'text': u'he was given the responsibility 2 weeks earlier'}]	[{u'text': u'Tom cooked dinner'}, {u'ungrammatical': False, u'text': u'he was hungry'}, {u'ungrammatical': False, u'text': u"he didn't eat lunch"}, {u'ungrammatical': False, u'text': u'he was too busy to eat'}, {u'ungrammatical': False, u'text': u'he had an important project due'}, {u'text': u'he was given the responsibility 2 weeks earlier'}]
3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3JEJVC0BACCWBW28V2X1ZALJSNMNKW	WhyBot: The Automated 3-year-old	explain some everyday events.	language research stanford fun cognitive science university explanations	$0.40	Tue Apr 01 07:24:02 PDT 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Thu May 01 07:24:02 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3IXQG4FA2TYTQKJVKP1ONA9ZNN99BZ	4	Approved	Wed Apr 02 00:15:30 PDT 2014	Tue Apr 01 07:27:10 PDT 2014	Tue Apr 01 07:35:30 PDT 2014	Tue Apr 01 11:47:45 PDT 2014					494662	27		English	[{u'text': u'Jane went to the post office'}, {u'ungrammatical': False, u'text': u'she needed to send a letter'}, {u'ungrammatical': False, u'text': u"her brother's birthday was soon"}, {u'ungrammatical': False, u'text': u'he was born on a date close to the present date'}, {u'text': u'that is when his mother gave birth to him'}]	[{u'text': u'Jane went to the post office'}, {u'ungrammatical': False, u'text': u'she needed to send a letter'}, {u'ungrammatical': False, u'text': u"her brother's birthday was soon"}, {u'ungrammatical': False, u'text': u'he was born on a date close to the present date'}, {u'text': u'that is when his mother gave birth to him'}]	[{u'text': u'Jane went to the post office'}, {u'ungrammatical': False, u'text': u'she needed to send a letter'}, {u'ungrammatical': False, u'text': u"her brother's birthday was soon"}, {u'ungrammatical': False, u'text': u'he was born on a date close to the present date'}, {u'text': u'that is when his mother gave birth to him'}]	[{u'text': u'Jane went to the post office'}, {u'ungrammatical': False, u'text': u'she needed to send a letter'}, {u'ungrammatical': False, u'text': u"her brother's birthday was soon"}, {u'ungrammatical': False, u'text': u'he was born on a date close to the present date'}, {u'text': u'that is when his mother gave birth to him'}]	[{u'text': u'Jane went to the post office'}, {u'ungrammatical': False, u'text': u'she needed to send a letter'}, {u'ungrammatical': False, u'text': u"her brother's birthday was soon"}, {u'ungrammatical': False, u'text': u'he was born on a date close to the present date'}, {u'text': u'that is when his mother gave birth to him'}]	[{u'text': u'Jane went to the post office'}, {u'ungrammatical': False, u'text': u'she needed to send a letter'}, {u'ungrammatical': False, u'text': u"her brother's birthday was soon"}, {u'ungrammatical': False, u'text': u'he was born on a date close to the present date'}, {u'text': u'that is when his mother gave birth to him'}]
3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3JEJVC0BACCWBW28V2X1ZALJSNMNKW	WhyBot: The Automated 3-year-old	explain some everyday events.	language research stanford fun cognitive science university explanations	$0.40	Tue Apr 01 07:24:02 PDT 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Thu May 01 07:24:02 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3R2PKQ87NW8IKCGVF8XAEJJWIC0MIK	5	Approved	Wed Apr 02 00:16:26 PDT 2014	Tue Apr 01 07:29:05 PDT 2014	Tue Apr 01 07:36:26 PDT 2014	Tue Apr 01 11:47:45 PDT 2014					429894	43	This+was+creative+and+cool.	English	[{u'text': u'Sam repaired his bicycle'}, {u'ungrammatical': False, u'text': u'the chain slipped off the other day when riding home.'}, {u'ungrammatical': False, u'text': u'he shifted gears to fast'}, {u'ungrammatical': False, u'text': u'he was somewhat careless'}, {u'ungrammatical': False, u'text': u'it had been a long day and he was tired'}, {u'text': u'he worked a full shift and then stayed late at his job'}]	[{u'text': u'Sam repaired his bicycle'}, {u'ungrammatical': False, u'text': u'the chain slipped off the other day when riding home.'}, {u'ungrammatical': False, u'text': u'he shifted gears to fast'}, {u'ungrammatical': False, u'text': u'he was somewhat careless'}, {u'ungrammatical': False, u'text': u'it had been a long day and he was tired'}, {u'text': u'he worked a full shift and then stayed late at his job'}]	[{u'text': u'Sam repaired his bicycle'}, {u'ungrammatical': False, u'text': u'the chain slipped off the other day when riding home.'}, {u'ungrammatical': False, u'text': u'he shifted gears to fast'}, {u'ungrammatical': False, u'text': u'he was somewhat careless'}, {u'ungrammatical': False, u'text': u'it had been a long day and he was tired'}, {u'text': u'he worked a full shift and then stayed late at his job'}]	[{u'text': u'Sam repaired his bicycle'}, {u'ungrammatical': False, u'text': u'the chain slipped off the other day when riding home.'}, {u'ungrammatical': False, u'text': u'he shifted gears to fast'}, {u'ungrammatical': False, u'text': u'he was somewhat careless'}, {u'ungrammatical': False, u'text': u'it had been a long day and he was tired'}, {u'text': u'he worked a full shift and then stayed late at his job'}]	[{u'text': u'Sam repaired his bicycle'}, {u'ungrammatical': False, u'text': u'the chain slipped off the other day when riding home.'}, {u'ungrammatical': False, u'text': u'he shifted gears to fast'}, {u'ungrammatical': False, u'text': u'he was somewhat careless'}, {u'ungrammatical': False, u'text': u'it had been a long day and he was tired'}, {u'text': u'he worked a full shift and then stayed late at his job'}]	[{u'text': u'Sam repaired his bicycle'}, {u'ungrammatical': False, u'text': u'the chain slipped off the other day when riding home.'}, {u'ungrammatical': False, u'text': u'he shifted gears to fast'}, {u'ungrammatical': False, u'text': u'he was somewhat careless'}, {u'ungrammatical': False, u'text': u'it had been a long day and he was tired'}, {u'text': u'he worked a full shift and then stayed late at his job'}]
3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3JEJVC0BACCWBW28V2X1ZALJSNMNKW	WhyBot: The Automated 3-year-old	explain some everyday events.	language research stanford fun cognitive science university explanations	$0.40	Tue Apr 01 07:24:02 PDT 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Thu May 01 07:24:02 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3R2PKQ87NW8IKCGVF8XAEJJWIC0MIK	5	Approved	Wed Apr 02 00:16:26 PDT 2014	Tue Apr 01 07:29:05 PDT 2014	Tue Apr 01 07:36:26 PDT 2014	Tue Apr 01 11:47:45 PDT 2014					429894	43	This+was+creative+and+cool.	English	[{u'text': u'Amy ate a sandwich'}, {u'ungrammatical': False, u'text': u'she was hungry'}, {u'ungrammatical': False, u'text': u'she skipped breakfast'}, {u'ungrammatical': False, u'text': u"she didn't have time to eat"}, {u'ungrammatical': False, u'text': u'she overslept and was late for school'}, {u'text': u'she stayed up late studying for her test'}]	[{u'text': u'Amy ate a sandwich'}, {u'ungrammatical': False, u'text': u'she was hungry'}, {u'ungrammatical': False, u'text': u'she skipped breakfast'}, {u'ungrammatical': False, u'text': u"she didn't have time to eat"}, {u'ungrammatical': False, u'text': u'she overslept and was late for school'}, {u'text': u'she stayed up late studying for her test'}]	[{u'text': u'Amy ate a sandwich'}, {u'ungrammatical': False, u'text': u'she was hungry'}, {u'ungrammatical': False, u'text': u'she skipped breakfast'}, {u'ungrammatical': False, u'text': u"she didn't have time to eat"}, {u'ungrammatical': False, u'text': u'she overslept and was late for school'}, {u'text': u'she stayed up late studying for her test'}]	[{u'text': u'Amy ate a sandwich'}, {u'ungrammatical': False, u'text': u'she was hungry'}, {u'ungrammatical': False, u'text': u'she skipped breakfast'}, {u'ungrammatical': False, u'text': u"she didn't have time to eat"}, {u'ungrammatical': False, u'text': u'she overslept and was late for school'}, {u'text': u'she stayed up late studying for her test'}]	[{u'text': u'Amy ate a sandwich'}, {u'ungrammatical': False, u'text': u'she was hungry'}, {u'ungrammatical': False, u'text': u'she skipped breakfast'}, {u'ungrammatical': False, u'text': u"she didn't have time to eat"}, {u'ungrammatical': False, u'text': u'she overslept and was late for school'}, {u'text': u'she stayed up late studying for her test'}]	[{u'text': u'Amy ate a sandwich'}, {u'ungrammatical': False, u'text': u'she was hungry'}, {u'ungrammatical': False, u'text': u'she skipped breakfast'}, {u'ungrammatical': False, u'text': u"she didn't have time to eat"}, {u'ungrammatical': False, u'text': u'she overslept and was late for school'}, {u'text': u'she stayed up late studying for her test'}]
3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3JEJVC0BACCWBW28V2X1ZALJSNMNKW	WhyBot: The Automated 3-year-old	explain some everyday events.	language research stanford fun cognitive science university explanations	$0.40	Tue Apr 01 07:24:02 PDT 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Thu May 01 07:24:02 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3R2PKQ87NW8IKCGVF8XAEJJWIC0MIK	5	Approved	Wed Apr 02 00:16:26 PDT 2014	Tue Apr 01 07:29:05 PDT 2014	Tue Apr 01 07:36:26 PDT 2014	Tue Apr 01 11:47:45 PDT 2014					429894	43	This+was+creative+and+cool.	English	[{u'text': u'Maya drove to work'}, {u'ungrammatical': False, u'text': u'she had an 8 hour shift today'}, {u'ungrammatical': False, u'text': u'that is how the manager scheduled her'}, {u'ungrammatical': False, u'text': u'she was one of the few people available to work that day'}, {u'ungrammatical': False, u'text': u'most of the employees ask for Sunday off'}, {u'text': u'they go to church and or like watching sports that day'}]	[{u'text': u'Maya drove to work'}, {u'ungrammatical': False, u'text': u'she had an 8 hour shift today'}, {u'ungrammatical': False, u'text': u'that is how the manager scheduled her'}, {u'ungrammatical': False, u'text': u'she was one of the few people available to work that day'}, {u'ungrammatical': False, u'text': u'most of the employees ask for Sunday off'}, {u'text': u'they go to church and or like watching sports that day'}]	[{u'text': u'Maya drove to work'}, {u'ungrammatical': False, u'text': u'she had an 8 hour shift today'}, {u'ungrammatical': False, u'text': u'that is how the manager scheduled her'}, {u'ungrammatical': False, u'text': u'she was one of the few people available to work that day'}, {u'ungrammatical': False, u'text': u'most of the employees ask for Sunday off'}, {u'text': u'they go to church and or like watching sports that day'}]	[{u'text': u'Maya drove to work'}, {u'ungrammatical': False, u'text': u'she had an 8 hour shift today'}, {u'ungrammatical': False, u'text': u'that is how the manager scheduled her'}, {u'ungrammatical': False, u'text': u'she was one of the few people available to work that day'}, {u'ungrammatical': False, u'text': u'most of the employees ask for Sunday off'}, {u'text': u'they go to church and or like watching sports that day'}]	[{u'text': u'Maya drove to work'}, {u'ungrammatical': False, u'text': u'she had an 8 hour shift today'}, {u'ungrammatical': False, u'text': u'that is how the manager scheduled her'}, {u'ungrammatical': False, u'text': u'she was one of the few people available to work that day'}, {u'ungrammatical': False, u'text': u'most of the employees ask for Sunday off'}, {u'text': u'they go to church and or like watching sports that day'}]	[{u'text': u'Maya drove to work'}, {u'ungrammatical': False, u'text': u'she had an 8 hour shift today'}, {u'ungrammatical': False, u'text': u'that is how the manager scheduled her'}, {u'ungrammatical': False, u'text': u'she was one of the few people available to work that day'}, {u'ungrammatical': False, u'text': u'most of the employees ask for Sunday off'}, {u'text': u'they go to church and or like watching sports that day'}]
3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3JEJVC0BACCWBW28V2X1ZALJSNMNKW	WhyBot: The Automated 3-year-old	explain some everyday events.	language research stanford fun cognitive science university explanations	$0.40	Tue Apr 01 07:24:02 PDT 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Thu May 01 07:24:02 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3R2PKQ87NW8IKCGVF8XAEJJWIC0MIK	5	Approved	Wed Apr 02 00:16:26 PDT 2014	Tue Apr 01 07:29:05 PDT 2014	Tue Apr 01 07:36:26 PDT 2014	Tue Apr 01 11:47:45 PDT 2014					429894	43	This+was+creative+and+cool.	English	[{u'text': u'Alex did the dishes'}, {u'ungrammatical': False, u'text': u'the sink was piled high with dirty dishes'}, {u'ungrammatical': False, u'text': u'he had been too busy to wash them this week'}, {u'ungrammatical': False, u'text': u'he had more than his usual commitments'}, {u'ungrammatical': False, u'text': u'it turned out that a lot of responsibilities fell heavy this week'}, {u'text': u'it was simply random happenstance'}]	[{u'text': u'Alex did the dishes'}, {u'ungrammatical': False, u'text': u'the sink was piled high with dirty dishes'}, {u'ungrammatical': False, u'text': u'he had been too busy to wash them this week'}, {u'ungrammatical': False, u'text': u'he had more than his usual commitments'}, {u'ungrammatical': False, u'text': u'it turned out that a lot of responsibilities fell heavy this week'}, {u'text': u'it was simply random happenstance'}]	[{u'text': u'Alex did the dishes'}, {u'ungrammatical': False, u'text': u'the sink was piled high with dirty dishes'}, {u'ungrammatical': False, u'text': u'he had been too busy to wash them this week'}, {u'ungrammatical': False, u'text': u'he had more than his usual commitments'}, {u'ungrammatical': False, u'text': u'it turned out that a lot of responsibilities fell heavy this week'}, {u'text': u'it was simply random happenstance'}]	[{u'text': u'Alex did the dishes'}, {u'ungrammatical': False, u'text': u'the sink was piled high with dirty dishes'}, {u'ungrammatical': False, u'text': u'he had been too busy to wash them this week'}, {u'ungrammatical': False, u'text': u'he had more than his usual commitments'}, {u'ungrammatical': False, u'text': u'it turned out that a lot of responsibilities fell heavy this week'}, {u'text': u'it was simply random happenstance'}]	[{u'text': u'Alex did the dishes'}, {u'ungrammatical': False, u'text': u'the sink was piled high with dirty dishes'}, {u'ungrammatical': False, u'text': u'he had been too busy to wash them this week'}, {u'ungrammatical': False, u'text': u'he had more than his usual commitments'}, {u'ungrammatical': False, u'text': u'it turned out that a lot of responsibilities fell heavy this week'}, {u'text': u'it was simply random happenstance'}]	[{u'text': u'Alex did the dishes'}, {u'ungrammatical': False, u'text': u'the sink was piled high with dirty dishes'}, {u'ungrammatical': False, u'text': u'he had been too busy to wash them this week'}, {u'ungrammatical': False, u'text': u'he had more than his usual commitments'}, {u'ungrammatical': False, u'text': u'it turned out that a lot of responsibilities fell heavy this week'}, {u'text': u'it was simply random happenstance'}]
3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3JEJVC0BACCWBW28V2X1ZALJSNMNKW	WhyBot: The Automated 3-year-old	explain some everyday events.	language research stanford fun cognitive science university explanations	$0.40	Tue Apr 01 07:24:02 PDT 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Thu May 01 07:24:02 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3R2PKQ87NW8IKCGVF8XAEJJWIC0MIK	5	Approved	Wed Apr 02 00:16:26 PDT 2014	Tue Apr 01 07:29:05 PDT 2014	Tue Apr 01 07:36:26 PDT 2014	Tue Apr 01 11:47:45 PDT 2014					429894	43	This+was+creative+and+cool.	English	[{u'text': u'Jack read a book about gardening'}, {u'ungrammatical': False, u'text': u'he wanted to plant a garden in his backyard'}, {u'ungrammatical': False, u'text': u'he felt like starting a new hobby'}, {u'ungrammatical': False, u'text': u'he was bored with his life'}, {u'text': u'it had become too routine'}]	[{u'text': u'Jack read a book about gardening'}, {u'ungrammatical': False, u'text': u'he wanted to plant a garden in his backyard'}, {u'ungrammatical': False, u'text': u'he felt like starting a new hobby'}, {u'ungrammatical': False, u'text': u'he was bored with his life'}, {u'text': u'it had become too routine'}]	[{u'text': u'Jack read a book about gardening'}, {u'ungrammatical': False, u'text': u'he wanted to plant a garden in his backyard'}, {u'ungrammatical': False, u'text': u'he felt like starting a new hobby'}, {u'ungrammatical': False, u'text': u'he was bored with his life'}, {u'text': u'it had become too routine'}]	[{u'text': u'Jack read a book about gardening'}, {u'ungrammatical': False, u'text': u'he wanted to plant a garden in his backyard'}, {u'ungrammatical': False, u'text': u'he felt like starting a new hobby'}, {u'ungrammatical': False, u'text': u'he was bored with his life'}, {u'text': u'it had become too routine'}]	[{u'text': u'Jack read a book about gardening'}, {u'ungrammatical': False, u'text': u'he wanted to plant a garden in his backyard'}, {u'ungrammatical': False, u'text': u'he felt like starting a new hobby'}, {u'ungrammatical': False, u'text': u'he was bored with his life'}, {u'text': u'it had become too routine'}]	[{u'text': u'Jack read a book about gardening'}, {u'ungrammatical': False, u'text': u'he wanted to plant a garden in his backyard'}, {u'ungrammatical': False, u'text': u'he felt like starting a new hobby'}, {u'ungrammatical': False, u'text': u'he was bored with his life'}, {u'text': u'it had become too routine'}]
3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3JEJVC0BACCWBW28V2X1ZALJSNMNKW	WhyBot: The Automated 3-year-old	explain some everyday events.	language research stanford fun cognitive science university explanations	$0.40	Tue Apr 01 07:24:02 PDT 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Thu May 01 07:24:02 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	308XBLVESI4ZUKFHE61AEV9TT9FBRO	6	Approved	Wed Apr 02 00:16:51 PDT 2014	Tue Apr 01 07:25:28 PDT 2014	Tue Apr 01 07:36:51 PDT 2014	Tue Apr 01 11:47:45 PDT 2014					680303	41		English	[{u'text': u'John went to the store'}, {u'ungrammatical': False, u'text': u'he was low on milk'}, {u'ungrammatical': False, u'text': u'he had been using a lot of milk lately.'}, {u'ungrammatical': False, u'text': u'he was drinking more coffee and he liked it better with a lot of milk.'}, {u'ungrammatical': False, u'text': u'He was having trouble waking up in the morning'}, {u'text': u'he was staying up too late at night'}]	[{u'text': u'John went to the store'}, {u'ungrammatical': False, u'text': u'he was low on milk'}, {u'ungrammatical': False, u'text': u'he had been using a lot of milk lately.'}, {u'ungrammatical': False, u'text': u'he was drinking more coffee and he liked it better with a lot of milk.'}, {u'ungrammatical': False, u'text': u'He was having trouble waking up in the morning'}, {u'text': u'he was staying up too late at night'}]	[{u'text': u'John went to the store'}, {u'ungrammatical': False, u'text': u'he was low on milk'}, {u'ungrammatical': False, u'text': u'he had been using a lot of milk lately.'}, {u'ungrammatical': False, u'text': u'he was drinking more coffee and he liked it better with a lot of milk.'}, {u'ungrammatical': False, u'text': u'He was having trouble waking up in the morning'}, {u'text': u'he was staying up too late at night'}]	[{u'text': u'John went to the store'}, {u'ungrammatical': False, u'text': u'he was low on milk'}, {u'ungrammatical': False, u'text': u'he had been using a lot of milk lately.'}, {u'ungrammatical': False, u'text': u'he was drinking more coffee and he liked it better with a lot of milk.'}, {u'ungrammatical': False, u'text': u'He was having trouble waking up in the morning'}, {u'text': u'he was staying up too late at night'}]	[{u'text': u'John went to the store'}, {u'ungrammatical': False, u'text': u'he was low on milk'}, {u'ungrammatical': False, u'text': u'he had been using a lot of milk lately.'}, {u'ungrammatical': False, u'text': u'he was drinking more coffee and he liked it better with a lot of milk.'}, {u'ungrammatical': False, u'text': u'He was having trouble waking up in the morning'}, {u'text': u'he was staying up too late at night'}]	[{u'text': u'John went to the store'}, {u'ungrammatical': False, u'text': u'he was low on milk'}, {u'ungrammatical': False, u'text': u'he had been using a lot of milk lately.'}, {u'ungrammatical': False, u'text': u'he was drinking more coffee and he liked it better with a lot of milk.'}, {u'ungrammatical': False, u'text': u'He was having trouble waking up in the morning'}, {u'text': u'he was staying up too late at night'}]
3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	3JEJVC0BACCWBW28V2X1ZALJSNMNKW	WhyBot: The Automated 3-year-old	explain some everyday events.	language research stanford fun cognitive science university explanations	$0.40	Tue Apr 01 07:24:02 PDT 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Thu May 01 07:24:02 PDT 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3VAOOVPI3ZSXHB8MAXO6H21GON4LL0	308XBLVESI4ZUKFHE61AEV9TT9FBRO	6	Approved	Wed Apr 02 00:16:51 PDT 2014	Tue Apr 01 07:25:28 PDT 2014	Tue Apr 01 07:36:51 PDT 2014	Tue Apr 01 11:47:45 PDT 2014					680303	41		English	[{u'text': u'Tom cooked dinner'}, {u'ungrammatical': False, u'text': u'he was hungry'}, {u'ungrammatical': False, u'text': u"he hadn't eaten since lunch"}, {u'ungrammatical': False, u'text': u"he doesn't like to snack between meals"}, {u'ungrammatical': False, u'text': u'snacking leads to weight gain'}, {u'text': u'it adds more calories to burn off'}]	[{u'text': u'Tom cooked dinner'}, {u'ungrammatical': False, u'text': u'he was hungry'}, {u'ungrammatical': False, u'text': u"he hadn't eaten since lunch"}, {u'ungrammatical': False, u'text': u"he doesn't like to snack between meals"}, {u'ungrammatical': False, u'text': u'snacking leads to weight gain'}, {u'text': u'it adds more calories to burn off'}]	[{u'text': u'Tom cooked dinner'}, {u'ungrammatical': False, u'text': u'he was hungry'}, {u'ungrammatical': False, u'text': u"he hadn't eaten since lunch"}, {u'ungrammatical': False, u'text': u"he doesn't like to snack between meals"}, {u'ungrammatical': False, u'text': u'snacking leads to weight gain'}, {u'text': u'it adds more calories to burn off'}]	[{u'text': u'Tom cooked dinner'}, {u'ungrammatical': False, u'text': u'he was hungry'}, {u'ungrammatical': False, u'text': u"he hadn't eaten since lunch"}, {u'ungrammatical': False, u'text': u"he doesn't like to snack between meals"}, {u'ungrammatical': False, u'text': u'snacking leads to weight gain'}, {u'text': u'it adds more calories to burn off'}]	[{u'text': u'Tom cooked dinner'}, {u'ungrammatical': False, u'text': u'he was hungry'}, {u'ungrammatical': False, u'text': u"he hadn't eaten since lunch"}, {u'ungrammatical': False, u'text': u"he doesn't like to snack between meals"}, {u'ungrammatical': False, u'text': u'snacking leads to weight gain'}, {u'text': u'it adds more calories to burn off'}]	[{u'text': u'Tom cooked dinner'}, {u'ungrammatical': False, u'text': u'he was hungry'}, {u'ungrammatical': False, u'text': u"he hadn't eaten since lunch"}, {u'ungrammatical': False, u'text': u"he doesn't like to snack between meals"}, {u'ungrammatical': False, u'text': u'snacking leads to weight gain'}, {u'text': u'it adds more calories to burn off'}]
